name;content;description;steps;mood;location;duration;image_key;preparation_seconds;repeat_mode;execution_plan
Pause digitale — attention douce;Réduis les notifications le temps d'une pause.;Un moment simple pour laisser ton attention respirer.;1) Ferme les applications inutiles. 2) Éloigne l'écran de ton regard. 3) Observe ce qui t'entoure. 4) Reviens doucement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;À plat;Extérieur;15;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Geste confort — routine courte;Fais un petit geste de soin accessible.;Une action douce, pensée pour rester faisable à la maison ou avec peu de matériel.;1) Rafraîchis ton visage si tu peux. 2) Sinon, relâche simplement les muscles du visage. 3) Respire doucement. 4) Reprends calmement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;En forme;N'importe où;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Choisis un geste de soin simple avec ce que tu as."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Applique un soin si disponible, sinon masse doucement tes mains."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche les mains et respire calmement."",""duration_seconds"":20,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Observe la sensation de confort avant de reprendre."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Posture douce — lenteur utile;Rends ton environnement un peu plus doux.;Une pause orientée confort, faisable avec très peu d'énergie.;1) Change légèrement de position. 2) Relâche les épaules. 3) Éloigne une source de gêne si possible. 4) Reste quelques instants. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;Mitigé;N'importe où;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Boisson réconfort — détente progressive;Fais une courte pause sans téléphone.;Une pause numérique courte, réaliste et facile à adapter selon le contexte.;1) Ferme les applications inutiles. 2) Éloigne l'écran de ton regard. 3) Observe ce qui t'entoure. 4) Reviens doucement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;À plat;N'importe où;15;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Soin du visage — détente progressive;Prends quelques instants sans rien ajouter à ta fatigue.;Une activité très accessible, pensée pour les moments de fatigue ou de surcharge.;1) Pose tes mains. 2) Relâche le visage. 3) Respire doucement. 4) Laisse passer quelques minutes sans objectif.;En forme;Maison;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans la position la moins fatigante possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Relâche les épaules, le visage et la mâchoire."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants sans sollicitation."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends très progressivement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Rythme apaisant — soin discret;Ralentis ton souffle quelques minutes.;Une activité simple pour diminuer les sollicitations et retrouver un peu de calme.;1) Pose ton attention sur ton souffle. 2) Respire naturellement. 3) Allonge légèrement l'expiration. 4) Termine par quelques secondes de calme.;Mitigé;Maison;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Hydratation simple — esprit posé;Baisse le niveau de stimulation autour de toi.;Une activité pensée pour récupérer mentalement sans avoir à produire quoi que ce soit.;1) Éloigne une source de bruit ou d'écran si possible. 2) Respire calmement. 3) Reste dans le calme. 4) Reviens progressivement.;À plat;Maison;30;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Respiration légère — esprit posé;Installe un rythme respiratoire simple.;Un moment court pour relâcher la pression sans matériel et sans effort physique.;1) Pose ton attention sur ton souffle. 2) Respire naturellement. 3) Allonge légèrement l'expiration. 4) Termine par quelques secondes de calme. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;En forme;Extérieur;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Déconnexion douce — relâchement léger;Laisse ton attention se reposer quelques minutes.;Un temps simple pour relâcher les tensions et retrouver une sensation de disponibilité.;1) Éloigne une source de bruit ou d'écran si possible. 2) Respire calmement. 3) Reste dans le calme. 4) Reviens progressivement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;Mitigé;Extérieur;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Pause fraîcheur — calme rapide;Prends le temps de boire tranquillement.;Une pause accessible qui ne demande presque aucune préparation.;1) Pose ton téléphone si possible. 2) Bois quelques gorgées. 3) Respire tranquillement. 4) Reprends quand tu es prêt. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;À plat;Extérieur;30;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Pause relâchement — repos accessible;Relâche une tension à la fois.;Une pause de récupération qui ne demande ni matériel, ni préparation.;1) Relâche les épaules. 2) Desserre la mâchoire. 3) Change doucement de position. 4) Reste quelques instants sans sollicitation. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;En forme;N'importe où;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans la position la moins fatigante possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Relâche les épaules, le visage et la mâchoire."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants sans sollicitation."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends très progressivement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Souffle tranquille — détente progressive;Installe un rythme respiratoire simple.;Une pause accessible, adaptée aux moments où tu veux ralentir sans t'isoler complètement.;1) Installe-toi confortablement. 2) Inspire lentement par le nez. 3) Expire un peu plus longtemps. 4) Continue sans forcer jusqu'à la fin. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;Mitigé;N'importe où;30;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Micro-récupération — équilibre simple;Laisse ton attention se reposer quelques minutes.;Une pause douce qui peut se faire presque partout, même avec peu d'énergie.;1) Pose ce que tu fais. 2) Réduis les distractions si possible. 3) Regarde un point fixe ou ferme les yeux. 4) Reprends doucement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;À plat;N'importe où;30;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":1800,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Pause hydratation — respiration claire;Prends le temps de boire tranquillement.;Un geste simple de soin, utile quand tu veux te poser sans lancer une activité longue.;1) Prends de l'eau ou une boisson simple. 2) Bois lentement. 3) Fais une pause entre les gorgées. 4) Termine sans te presser.;En forme;Maison;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Routine douceur — geste tranquille;Prends soin de toi avec ce que tu as.;Une activité de soin personnel avec une alternative si tu n'as pas le matériel nécessaire.;1) Utilise une crème si tu en as. 2) Sinon, masse doucement tes mains. 3) Relâche les doigts. 4) Termine quand tu te sens plus confortable. Si tu n'as aucun produit sous la main, choisis l'alternative sans matériel.;Mitigé;Maison;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Choisis un geste de soin simple avec ce que tu as."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Applique un soin si disponible, sinon masse doucement tes mains."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche les mains et respire calmement."",""duration_seconds"":20,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Observe la sensation de confort avant de reprendre."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Réglage confort — respiration claire;Change une petite chose qui te gêne.;Une activité simple pour réduire l'inconfort sans te lancer dans du rangement ou de la productivité.;1) Change légèrement de position. 2) Relâche les épaules. 3) Éloigne une source de gêne si possible. 4) Reste quelques instants.;À plat;Maison;5;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Position confortable — récupération calme;Installe-toi dans une position plus agréable.;Un petit ajustement pour rendre le moment présent plus agréable.;1) Change légèrement de position. 2) Relâche les épaules. 3) Éloigne une source de gêne si possible. 4) Reste quelques instants. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;En forme;Extérieur;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Pause sans écran — repos guidé;Coupe les sollicitations numériques quelques minutes.;Un moment simple pour laisser ton attention respirer.;1) Ferme les applications inutiles. 2) Éloigne l'écran de ton regard. 3) Observe ce qui t'entoure. 4) Reviens doucement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;Mitigé;Extérieur;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Petit soin — repos guidé;Relâche une tension à la fois.;Un temps court pour relâcher le corps et l'attention sans effort particulier.;1) Pose tes mains. 2) Relâche le visage. 3) Respire doucement. 4) Laisse passer quelques minutes sans objectif. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;À plat;Extérieur;5;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans la position la moins fatigante possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Relâche les épaules, le visage et la mâchoire."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants sans sollicitation."",""duration_seconds"":45,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends très progressivement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Soin simple — pause sans pression;Prends un moment sans objectif.;Une pause douce qui peut se faire presque partout, même avec peu d'énergie.;1) Trouve une position confortable. 2) Relâche le visage. 3) Laisse passer quelques minutes sans sollicitation. 4) Termine tranquillement. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;En forme;N'importe où;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Verre d'eau posé — rythme apaisé;Bois quelques gorgées en ralentissant le rythme.;Un moment court pour prendre soin de ton confort physique avec une action très concrète.;1) Pose ton téléphone si possible. 2) Bois quelques gorgées. 3) Respire tranquillement. 4) Reprends quand tu es prêt. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;Mitigé;N'importe où;5;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Geste douceur — détente facile;Fais un petit geste de soin accessible.;Une action douce, pensée pour rester faisable à la maison ou avec peu de matériel.;1) Choisis le soin le plus simple disponible. 2) Si tu n'as rien, fais un massage léger des mains. 3) Garde un rythme doux. Si tu es en transport ou entouré, fais la version discrète sans gestes visibles.;À plat;N'importe où;5;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":300,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Choisis un geste de soin simple avec ce que tu as."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Applique un soin si disponible, sinon masse doucement tes mains."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche les mains et respire calmement."",""duration_seconds"":20,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Observe la sensation de confort avant de reprendre."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Environnement calme — rythme apaisé;Rends ton environnement un peu plus doux.;Une activité simple pour réduire l'inconfort sans te lancer dans du rangement ou de la productivité.;1) Observe ce qui peut être amélioré facilement. 2) Fais un seul ajustement. 3) Teste ton confort. 4) Arrête-toi dès que c'est suffisant.;En forme;Maison;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Repère une petite source d'inconfort."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Ajuste ta posture, ton éclairage ou ton environnement."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Reste quelques instants pour sentir si c'est mieux."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Garde uniquement l'ajustement qui t'aide."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Déconnexion courte — souffle posé;Fais une courte pause sans téléphone.;Une activité pour diminuer la fatigue liée aux écrans sans basculer dans une tâche productive.;1) Coupe une sollicitation numérique. 2) Respire calmement. 3) Garde les yeux loin de l'écran. 4) Termine sans te presser.;Mitigé;Maison;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":20,""steps"":[{""kind"":""instruction"",""text"":""Mets ton téléphone en silencieux ou éloigne l'écran si possible."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste sans écran et laisse ton attention se reposer."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Regarde autour de toi ou ferme les yeux quelques instants."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends seulement ce qui est nécessaire."",""duration_seconds"":20,""auto_advance"":true,""loop"":false}]}"
Respiration douce — souffle posé;Reviens doucement à une respiration régulière.;Une activité simple pour diminuer les sollicitations et retrouver un peu de calme.;1) Pose ton attention sur ton souffle. 2) Respire naturellement. 3) Allonge légèrement l'expiration. 4) Termine par quelques secondes de calme.;À plat;Maison;15;wellbeing;15;until_duration;"{""version"":1,""preparation_seconds"":15,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":10,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi confortablement et relâche les épaules."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Inspire lentement par le nez."",""duration_seconds"":4,""auto_advance"":true,""loop"":true},{""kind"":""exercise"",""text"":""Expire doucement, un peu plus longtemps."",""duration_seconds"":6,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Respire naturellement quelques instants."",""duration_seconds"":10,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reprends tes repères doucement."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Pause récupération — rythme doux;Offre-toi une vraie coupure calme.;Un temps simple pour relâcher les tensions et retrouver une sensation de disponibilité.;1) Pose ce que tu fais. 2) Réduis les distractions si possible. 3) Regarde un point fixe ou ferme les yeux. 4) Reprends doucement. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;En forme;Extérieur;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":15,""steps"":[{""kind"":""instruction"",""text"":""Installe-toi dans une position confortable."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Reste au calme, sans chercher à faire autre chose."",""duration_seconds"":60,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Relâche le visage, les épaules et la mâchoire."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Reviens doucement à ce qui t'entoure."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
Gorgées lentes — pause légère;Fais une pause autour d'une boisson simple.;Une pause accessible qui ne demande presque aucune préparation.;1) Prends de l'eau ou une boisson simple. 2) Bois lentement. 3) Fais une pause entre les gorgées. 4) Termine sans te presser. Si l'endroit n'est pas assez calme, garde seulement la partie la plus discrète de l'activité.;Mitigé;Extérieur;15;wellbeing;30;until_duration;"{""version"":1,""preparation_seconds"":30,""target_duration_seconds"":900,""repeat_mode"":""until_duration"",""default_rest_seconds"":30,""steps"":[{""kind"":""instruction"",""text"":""Prends de l'eau ou une boisson simple si tu en as une."",""duration_seconds"":30,""auto_advance"":true,""loop"":false},{""kind"":""exercise"",""text"":""Bois quelques gorgées lentement."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""rest"",""text"":""Fais une courte pause entre les gorgées."",""duration_seconds"":30,""auto_advance"":true,""loop"":true},{""kind"":""cooldown"",""text"":""Termine tranquillement et reprends ton rythme."",""duration_seconds"":30,""auto_advance"":true,""loop"":false}]}"
